#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
6.1%	1964	-26.367558201386025	226.84302451997328	0.0439	0:59
6.1%	1965	-26.36668617231171	226.8290403897629	0.0439	0:59
6.1%	1966	-26.365815231864715	226.8150737157097	0.0439	0:59
6.1%	1967	-26.364945381111337	226.80112451889983	0.0439	0:59
6.2%	1968	-26.364076621115395	226.787192811296	0.0439	0:59
6.2%	1969	-26.363208952938333	226.7732786134392	0.0439	0:59
6.2%	1970	-26.36234237764047	226.75938193746092	0.0439	0:59
6.2%	1971	-26.361476896279193	226.74550280731765	0.0439	0:59
6.2%	1972	-26.36061250991045	226.7316412385631	0.0439	0:59
6.2%	1973	-26.35974921958789	226.71779724525427	0.0439	0:59
6.2%	1974	-26.358887026363345	226.7039708422841	0.0439	0:59
6.2%	1975	-26.358025931286267	226.69016204961872	0.0439	0:59
6.2%	1976	-26.35716593540475	226.67637088723671	0.0439	0:59
6.2%	1977	-26.35630703976398	226.66259736751454	0.0439	0:59
6.2%	1978	-26.35544924540786	226.6488415091751	0.0439	0:59
6.2%	1979	-26.354592553377675	226.63510332634334	0.0439	0:59
6.2%	1980	-26.3537369647132	226.62138284242832	0.0439	0:59
6.2%	1981	-26.352882480451914	226.607680063852	0.0439	0:59
6.2%	1982	-26.352029101629142	226.59399501185513	0.0439	0:59
6.2%	1983	-26.351176829278483	226.58032770609856	0.0439	0:59
6.2%	1984	-26.350325664431168	226.56667815830843	0.0439	0:59
6.2%	1985	-26.349475608116514	226.5530463876322	0.0439	0:59
6.2%	1986	-26.348626661361706	226.53943241762514	0.0439	0:59
6.2%	1987	-26.347778825192282	226.52583625007009	0.0439	0:59
6.2%	1988	-26.34693210063128	226.51225790680064	0.0439	0:59
6.2%	1989	-26.34608648869968	226.4986974105574	0.0439	0:59
6.2%	1990	-26.345241990417026	226.4851547703999	0.0439	0:59
6.2%	1991	-26.34439860680008	226.47163000558467	0.0439	0:59
6.2%	1992	-26.343556338863632	226.45812313200577	0.0439	0:59
6.2%	1993	-26.342715187621064	226.4446341684921	0.0439	0:59
6.2%	1994	-26.341875154083034	226.43116312324383	0.0439	0:59
6.2%	1995	-26.34103623925837	226.4177100233193	0.0439	0:59
6.2%	1996	-26.34019844415354	226.4042748803833	0.0439	0:58
6.2%	1997	-26.33936176977366	226.39085770896597	0.0439	0:58
6.2%	1998	-26.338526217121494	226.37745852456632	0.0439	0:58
6.2%	1999	-26.33769178719706	226.36407734459928	0.0439	0:58
6.2%	2000	-26.336858480999204	226.350714185753	0.0439	0:58
6.3%	2001	-26.336026299524278	226.3373690604164	0.0439	0:58
6.3%	2002	-26.33519524376676	226.32404199126262	0.0439	0:58
6.3%	2003	-26.334365314718767	226.31073298904047	0.0439	0:58
6.3%	2004	-26.3335365133707	226.2974420669903	0.0439	0:58
6.3%	2005	-26.332708840710865	226.2841692460767	0.044	0:58
6.3%	2006	-26.33188229772489	226.270914545482	0.044	0:58
6.3%	2007	-26.331056885396986	226.25767797380928	0.044	0:58
6.3%	2008	-26.330232604709206	226.24445954861667	0.044	0:58
6.3%	2009	-26.32940945664128	226.2312592857222	0.044	0:58
6.3%	2010	-26.32858744217087	226.21807720042074	0.044	0:58
6.3%	2011	-26.327766562273993	226.20491331722778	0.044	0:58
6.3%	2012	-26.32694681792375	226.19176763717067	0.044	0:58
6.3%	2013	-26.32612821009208	226.17864018608842	0.044	0:58
6.3%	2014	-26.325310739748367	226.1655309753103	0.044	0:58
6.3%	2015	-26.324494407859607	226.1524400231789	0.044	0:58
6.3%	2016	-26.323679215391508	226.13936734449072	0.044	0:58
6.3%	2017	-26.32286516330669	226.12631295164806	0.044	0:58
6.3%	2018	-26.322052252566685	226.11327685861133	0.044	0:58
6.3%	2019	-26.321240484130104	226.10025908594875	0.044	0:58
6.3%	2020	-26.320429858954288	226.08725964543368	0.044	0:58
6.3%	2021	-26.319620377993605	226.07427855685395	0.044	0:58
6.3%	2022	-26.318812042200815	226.0613158334178	0.044	0:58
6.3%	2023	-26.318004852526446	226.04837148646695	0.044	0:58
6.3%	2024	-26.317198809919233	226.03544553372242	0.044	0:58
6.3%	2025	-26.316393915325197	226.0225379932458	0.044	0:58
6.3%	2026	-26.315590169688843	226.0096488761238	0.044	0:58
6.3%	2027	-26.314787573952344	225.99677820074294	0.044	0:58
6.3%	2028	-26.31398612905567	225.98392597797928	0.044	0:58
6.3%	2029	-26.313185835936935	225.97109222836193	0.044	0:58
6.3%	2030	-26.312386695531583	225.95827696424516	0.044	0:58
6.3%	2031	-26.31158870877367	225.94548019836859	0.044	0:58
6.3%	2032	-26.310791876594685	225.93270194569467	0.044	0:58
6.4%	2033	-26.30999619992416	225.91994222734272	0.044	0:58
6.4%	2034	-26.30920167968944	225.90720105108596	0.044	0:58
6.4%	2035	-26.30840831681591	225.89447843428988	0.044	0:58
6.4%	2036	-26.307616112226647	225.88177439790056	0.044	0:58
6.4%	2037	-26.306825066842602	225.8690889455555	0.044	0:58
6.4%	2038	-26.30603518158281	225.85642209443597	0.044	0:58
6.4%	2039	-26.305246457363875	225.843773866661	0.044	0:58
6.4%	2040	-26.30445889510079	225.83114427185828	0.044	0:58
6.4%	2041	-26.303672495705918	225.81853332471425	0.044	0:58
6.4%	2042	-26.302887260089214	225.80594103902172	0.044	0:58
6.4%	2043	-26.302103189159748	225.7933674324378	0.044	0:58
6.4%	2044	-26.301320283823102	225.78081252156954	0.044	0:58
6.4%	2045	-26.300538544983766	225.76827631384302	0.044	0:58
6.4%	2046	-26.299757973543166	225.7557588286015	0.044	0:58
6.4%	2047	-26.29897857040128	225.7432600745521	0.044	0:58
6.4%	2048	-26.298200336455636	225.73078007502582	0.044	0:58
6.4%	2049	-26.297423272601907	225.71831883425784	0.044	0:58
6.4%	2050	-26.296647379733187	225.70587637571134	0.044	0:58
6.4%	2051	-26.29587265874104	225.69345270524371	0.044	0:58
6.4%	2052	-26.29509911051419	225.68104784461426	0.044	0:58
6.4%	2053	-26.294326735939602	225.66866180727553	0.044	0:58
6.4%	2054	-26.293555535902318	225.65629460281474	0.044	0:58
6.4%	2055	-26.292785511284727	225.6439462482623	0.044	0:58
6.4%	2056	-26.292016662967317	225.63161675641794	0.044	0:58
6.4%	2057	-26.291248991828592	225.61930614201705	0.044	0:58
6.4%	2058	-26.290482498744716	225.60701441804025	0.044	0:58
6.4%	2059	-26.28971718458966	225.5947416012793	0.044	0:58
6.4%	2060	-26.28895305023555	225.58248770191875	0.044	0:58
6.4%	2061	-26.288190096551837	225.5702527401437	0.044	0:58
6.4%	2062	-26.287428324406292	225.55803672227606	0.044	0:58
6.4%	2063	-26.286667734664462	225.54583966767814	0.044	0:58
6.5%	2064	-26.28590832818941	225.53366158315964	0.044	0:58
6.5%	2065	-26.285150105842302	225.5215024923214	0.044	0:58
6.5%	2066	-26.28439306848222	225.50936240109715	0.044	0:58
6.5%	2067	-26.28363721696601	225.49724132666373	0.044	0:58
6.5%	2068	-26.282882552148262	225.48513928563483	0.044	0:58
6.5%	2069	-26.28212907488127	225.4730562828046	0.044	0:58
6.5%	2070	-26.281376786015585	225.4609923426985	0.044	0:58
6.5%	2071	-26.280625686399645	225.44894747488672	0.044	0:58
6.5%	2072	-26.27987577687883	225.43692168877496	0.044	0:58
6.5%	2073	-26.279127058297473	225.4249150024371	0.044	0:58
6.5%	2074	-26.278379531497006	225.41292743050585	0.044	0:58
6.5%	2075	-26.27763319731713	225.400958979716	0.044	0:58
6.5%	2076	-26.276888056594686	225.38900967125295	0.044	0:58
6.5%	2077	-26.276144110165397	225.37707951199707	0.044	0:58
6.5%	2078	-26.275401358862005	225.36516852149734	0.044	0:58
6.5%	2079	-26.274659803515583	225.35327670882486	0.044	0:58
6.5%	2080	-26.27391944495424	225.34140408677987	0.044	0:58
6.5%	2081	-26.27318028400473	225.3295506681064	0.044	0:58
6.5%	2082	-26.272442321491116	225.3177164715604	0.044	0:58
6.5%	2083	-26.271705558236	225.30590150396262	0.044	0:58
6.5%	2084	-26.27096999505902	225.29410578358343	0.044	0:58
6.5%	2085	-26.270235632777815	225.2823293197474	0.044	0:58
6.5%	2086	-26.269502472207996	225.270572128749	0.044	0:58
6.5%	2087	-26.268770514162856	225.2588342199147	0.044	0:58
6.5%	2088	-26.268039759453973	225.24711560854553	0.044	0:58
6.5%	2089	-26.267310208889835	225.23541630344394	0.044	0:58
6.5%	2090	-26.266581863277572	225.22373632702607	0.044	0:58
6.5%	2091	-26.26585472342176	225.21207568149663	0.044	0:58
6.5%	2092	-26.265128790124578	225.200434389035	0.044	0:58
6.5%	2093	-26.26440406418668	225.18881245846802	0.044	0:58
6.5%	2094	-26.263680546406142	225.17720989910904	0.044	0:58
6.5%	2095	-26.262958237578196	225.16562673027798	0.044	0:58
6.5%	2096	-26.262237138497223	225.15406295997346	0.044	0:58
6.6%	2097	-26.261517249954412	225.14251860397852	0.044	0:58
6.6%	2098	-26.260798572738764	225.13099367459495	0.044	0:58
6.6%	2099	-26.26008110763777	225.11948817937076	0.044	0:58
6.6%	2100	-26.259364855436367	225.1080021377334	0.044	0:58
6.6%	2101	-26.258649816916943	225.0965355550105	0.044	0:58
6.6%	2102	-26.257935992859807	225.08508844891438	0.044	0:58
6.6%	2103	-26.257223384043854	225.0736608288228	0.044	0:58
6.6%	2104	-26.25651199124455	225.06225271015518	0.044	0:58
6.6%	2105	-26.25580181523622	225.0508641039593	0.044	0:58
6.6%	2106	-26.255092856790196	225.03949502543202	0.044	0:58
6.6%	2107	-26.254385116676193	225.0281454827921	0.044	0:58
6.6%	2108	-26.253678595661114	225.0168154893783	0.044	0:58
6.6%	2109	-26.25297329451036	225.00550506154545	0.044	0:58
6.6%	2110	-26.25226921398679	224.9942142085268	0.044	0:58
6.6%	2111	-26.251566354850553	224.9829429421524	0.044	0:58
6.6%	2112	-26.250864717860573	224.97169127321723	0.044	0:58
6.6%	2113	-26.250164303772724	224.96045921677074	0.044	0:58
6.6%	2114	-26.24946511334129	224.94924678447038	0.044	0:58
6.6%	2115	-26.24876714731779	224.93805398048423	0.044	0:58
6.6%	2116	-26.248070406451756	224.92688082623704	0.044	0:58
6.6%	2117	-26.247374891490768	224.9157273344421	0.044	0:58
6.6%	2118	-26.246680603179612	224.90459350935927	0.044	0:58
6.6%	2119	-26.245987542261584	224.89347937126888	0.044	0:58
6.6%	2120	-26.24529570947693	224.882384925311	0.044	0:58
6.6%	2121	-26.244605105564407	224.8713101862713	0.044	0:58
6.6%	2122	-26.24391573126033	224.8602551648235	0.044	0:58
6.6%	2123	-26.243227587298243	224.84921987292563	0.044	0:58
6.6%	2124	-26.242540674410495	224.8382043252495	0.044	0:58
6.6%	2125	-26.241854993326378	224.82720852840546	0.044	0:58
6.6%	2126	-26.24117054477306	224.81623249759215	0.044	0:58
6.6%	2127	-26.240487329475968	224.80527624277605	0.044	0:58
6.7%	2128	-26.239805348157795	224.79433977348873	0.044	0:58
6.7%	2129	-26.239124601539338	224.78342310527208	0.044	0:58
6.7%	2130	-26.238445090338722	224.77252625075388	0.044	0:58
6.7%	2131	-26.237766815272494	224.7616492198945	0.044	0:58
6.7%	2132	-26.237089777054436	224.7507920234907	0.044	0:58
6.7%	2133	-26.236413976396317	224.73995466964112	0.044	0:58
6.7%	2134	-26.23573941400736	224.72913717537338	0.044	0:58
6.7%	2135	-26.235066090595286	224.71833955080857	0.044	0:58
6.7%	2136	-26.234394006864786	224.70756180452966	0.044	0:58
6.7%	2137	-26.233723163518558	224.69680395001933	0.044	0:58
6.7%	2138	-26.233053561257513	224.68606599759894	0.044	0:58
6.7%	2139	-26.232385200779675	224.67534796110712	0.044	0:58
6.7%	2140	-26.231718082781008	224.66464984879792	0.044	0:58
6.7%	2141	-26.23105220795567	224.65397167069565	0.044	0:58
6.7%	2142	-26.230387576994953	224.64331343960436	0.044	0:58
6.7%	2143	-26.229724190588243	224.6326751673359	0.044	0:58
6.7%	2144	-26.229062049422676	224.62205686409135	0.044	0:58
6.7%	2145	-26.228401154183306	224.61145853913564	0.044	0:58
6.7%	2146	-26.227741505552387	224.6008802071975	0.044	0:58
6.7%	2147	-26.22708310421026	224.59032187872444	0.044	0:58
6.7%	2148	-26.226425950835505	224.57978355993217	0.044	0:58
6.7%	2149	-26.225770046103523	224.56926526793524	0.044	0:58
6.7%	2150	-26.22511539068775	224.55876700680605	0.044	0:58
6.7%	2151	-26.224461985260167	224.5482887923023	0.044	0:58
6.7%	2152	-26.22380983048931	224.5378306327626	0.044	0:58
6.7%	2153	-26.223158927042327	224.52739254348566	0.044	0:58
6.7%	2154	-26.222509275583857	224.51697452503208	0.044	0:58
6.7%	2155	-26.22186087677583	224.50657660037328	0.044	0:58
6.7%	2156	-26.22121373127889	224.49619877386138	0.044	0:58
6.7%	2157	-26.22056783975041	224.48584105443595	0.044	0:58
6.7%	2158	-26.2199232028462	224.47550345554805	0.044	0:58
6.7%	2159	-26.219279821219683	224.4651859836413	0.044	0:58
6.8%	2160	-26.21863769552148	224.45488865322753	0.044	0:58
6.8%	2161	-26.21799682640082	224.44461147574435	0.044	0:58
6.8%	2162	-26.21735721450426	224.43435445863176	0.044	0:58
6.8%	2163	-26.216718860475613	224.42411761121852	0.044	0:58
6.8%	2164	-26.216081764957444	224.41390094341108	0.044	0:58
6.8%	2165	-26.215445928589155	224.4037044751529	0.044	0:58
6.8%	2166	-26.214811352008226	224.39352820514742	0.044	0:58
6.8%	2167	-26.21417803585	224.38337214958133	0.044	0:58
6.8%	2168	-26.213545980747423	224.37323631615826	0.044	0:58
6.8%	2169	-26.212915187331465	224.363120719915	0.044	0:58
6.8%	2170	-26.212285656229945	224.3530253662467	0.044	0:58
6.8%	2171	-26.21165738806946	224.34295026274174	0.044	0:58
6.8%	2172	-26.2110303834737	224.33289542156723	0.044	0:58
6.8%	2173	-26.21040464306442	224.32286085570564	0.044	0:58
6.8%	2174	-26.209780167461048	224.31284657081554	0.044	0:58
6.8%	2175	-26.209156957280385	224.3028525797454	0.044	0:58
6.8%	2176	-26.208535013137478	224.2928788915237	0.044	0:58
6.8%	2177	-26.20791433564456	224.28292551209157	0.044	0:58
6.8%	2178	-26.20729492541215	224.27299245739687	0.044	0:58
6.8%	2179	-26.206676783047904	224.263079736444	0.044	0:58
6.8%	2180	-26.20605990915801	224.25318735188205	0.044	0:58
6.8%	2181	-26.205444304345466	224.24331532292638	0.044	0:58
6.8%	2182	-26.204829969212092	224.2334636485553	0.044	0:58
6.8%	2183	-26.204216904355885	224.2236323473751	0.044	0:58
6.8%	2184	-26.203605110373697	224.2138214276661	0.044	0:58
6.8%	2185	-26.202994587860143	224.20403090055248	0.044	0:58
6.8%	2186	-26.202385337407314	224.19426077030408	0.044	0:58
6.8%	2187	-26.201777359604375	224.1845110496153	0.044	0:58
6.8%	2188	-26.201170655039405	224.1747817461975	0.044	0:58
6.8%	2189	-26.200565224297414	224.16507286616036	0.044	0:58
6.8%	2190	-26.199961067961123	224.15538442538573	0.044	0:58
6.8%	2191	-26.199358186611406	224.1457164351485	0.044	0:58
6.8%	2192	-26.198756580826263	224.136068897531	0.044	0:58
6.9%	2193	-26.198156251182265	224.12644182070028	0.044	0:58
6.9%	2194	-26.197557198252802	224.11683522168	0.044	0:58
6.9%	2195	-26.19695942260942	224.10724910414783	0.044	0:58
6.9%	2196	-26.196362924821404	224.0976834766726	0.044	0:58
6.9%	2197	-26.19576770545559	224.0881383520012	0.044	0:58
6.9%	2198	-26.195173765076564	224.07861373817366	0.044	0:58
6.9%	2199	-26.19458110424653	224.06910964764955	0.044	0:58
6.9%	2200	-26.19398972352604	224.0596260815638	0.044	0:58
6.9%	2201	-26.193399623472278	224.05016305001772	0.044	0:58
6.9%	2202	-26.192810804640864	224.04072056322562	0.044	0:58
6.9%	2203	-26.19222326758514	224.03129863621788	0.044	0:58
6.9%	2204	-26.19163701285571	224.0218972694435	0.044	0:58
6.9%	2205	-26.19105204100135	224.01251647837725	0.044	0:58
6.9%	2206	-26.19046835256839	224.00315626810152	0.044	0:58
6.9%	2207	-26.189885948100503	223.99381664608185	0.044	0:58
6.9%	2208	-26.189304828139647	223.98449762518734	0.044	0:58
6.9%	2209	-26.188724993225197	223.97519921131644	0.044	0:58
6.9%	2210	-26.188146443894038	223.96592141053108	0.044	0:58
6.9%	2211	-26.187569180681148	223.9566642373948	0.044	0:58
6.9%	2212	-26.18699320411904	223.94742769281814	0.044	0:58
6.9%	2213	-26.18641851473791	223.93821179205952	0.044	0:58
6.9%	2214	-26.18584511306544	223.92901654218582	0.044	0:58
6.9%	2215	-26.18527299962743	223.9198419511792	0.044	0:58
6.9%	2216	-26.18470217494718	223.91068802743897	0.044	0:58
6.9%	2217	-26.184132639545755	223.90155477836984	0.044	0:58
6.9%	2218	-26.183564393941552	223.8924422188483	0.044	0:58
6.9%	2219	-26.182997438651107	223.8833503459617	0.044	0:58
6.9%	2220	-26.182431774188753	223.8742791737814	0.0439	0:58
6.9%	2221	-26.18186740106612	223.8652287101911	0.0439	0:58
6.9%	2222	-26.18130431979255	223.85619896231714	0.0439	0:58
6.9%	2223	-26.18074253087535	223.84718993872664	0.0439	0:58
7.0%	2224	-26.180182034819218	223.83820164607053	0.0439	0:58
7.0%	2225	-26.17962283212673	223.8292340923267	0.0439	0:58
7.0%	2226	-26.179064923298213	223.82028729117	0.0439	0:58
7.0%	2227	-26.178508308831777	223.8113612439644	0.0439	0:58
7.0%	2228	-26.177952989222796	223.8024559641572	0.0439	0:58
7.0%	2229	-26.177398964964688	223.79357145929086	0.0439	0:58
7.0%	2230	-26.176846236548585	223.7847077367229	0.0439	0:58
7.0%	2231	-26.17629480446314	223.77586480089545	0.0439	0:58
7.0%	2232	-26.175744669194515	223.76704265835463	0.0439	0:58
7.0%	2233	-26.175195831227025	223.75824131834392	0.0439	0:58
7.0%	2234	-26.174648291042402	223.74946079387368	0.0439	0:58
7.0%	2235	-26.174102049119984	223.74070108696316	0.0439	0:58
7.0%	2236	-26.17355710593707	223.73196220861792	0.0439	0:58
7.0%	2237	-26.173013461968583	223.72324416288572	0.0439	0:58
7.0%	2238	-26.17247111768688	223.71454695967728	0.0439	0:58
7.0%	2239	-26.17193007356206	223.70587060827228	0.0439	0:58
7.0%	2240	-26.17139033006213	223.6972151136594	0.0439	0:58
7.0%	2241	-26.170851887652777	223.68858048236916	0.0439	0:58
7.0%	2242	-26.17031474679676	223.67996672487274	0.0439	0:58
7.0%	2243	-26.169778907955866	223.67137384772093	0.0439	0:58
7.0%	2244	-26.16924437158781	223.66280185693157	0.0439	0:58
7.0%	2245	-26.16871113814961	223.6542507601295	0.0439	0:58
7.0%	2246	-26.168179208094877	223.6457205635476	0.0439	0:58
7.0%	2247	-26.16764858187537	223.63721127068894	0.0439	0:58
7.0%	2248	-26.167119259940296	223.62872289939642	0.0439	0:58
7.0%	2249	-26.166591242737034	223.62025545146793	0.0439	0:58
7.0%	2250	-26.166064530709836	223.61180893353094	0.0439	0:58
7.0%	2251	-26.165539124301286	223.60338335545524	0.0439	0:58
7.0%	2252	-26.16501502395161	223.59497871654645	0.0439	0:58
7.0%	2253	-26.16449223009822	223.5865950306443	0.0439	0:58
7.0%	2254	-26.163970743176904	223.57823230491323	0.0439	0:58
7.0%	2255	-26.163450563620373	223.5698905400897	0.0439	0:58
7.0%	2256	-26.162931691859534	223.5615697481738	0.0439	0:58
7.1%	2257	-26.162414128323046	223.55326993808637	0.0439	0:58
7.1%	2258	-26.161897873436732	223.54499111549399	0.0439	0:58
7.1%	2259	-26.161382927624693	223.53673328330305	0.0439	0:58
7.1%	2260	-26.160869291308167	223.52849644895525	0.0439	0:58
7.1%	2261	-26.16035696490617	223.520280621158	0.0439	0:58
7.1%	2262	-26.15984594883571	223.51208580924714	0.0439	0:58
7.1%	2263	-26.159336243511454	223.5039120157443	0.0439	0:58
7.1%	2264	-26.15882784934534	223.49575924656287	0.0439	0:58
7.1%	2265	-26.15832076674712	223.4876275082281	0.0439	0:58
7.1%	2266	-26.157814996124415	223.4795168094529	0.0439	0:58
7.1%	2267	-26.15731053788259	223.47142715665942	0.0439	0:58
7.1%	2268	-26.156807392424266	223.46335855536753	0.0439	0:58
7.1%	2269	-26.156305560150066	223.45531101617124	0.0439	0:58
7.1%	2270	-26.15580504145815	223.44728454242542	0.0439	0:58
7.1%	2271	-26.155305836744194	223.43927913816086	0.0439	0:58
7.1%	2272	-26.154807946402233	223.43129480904847	0.0439	0:58
7.1%	2273	-26.154311370822985	223.42333156620936	0.0439	0:58
7.1%	2274	-26.153816110395642	223.41538941653423	0.0439	0:58
7.1%	2275	-26.1533221655064	223.40746836248707	0.0439	0:58
7.1%	2276	-26.152829536539997	223.399568412973	0.0439	0:58
7.1%	2277	-26.152338223877575	223.39168957307646	0.0439	0:58
7.1%	2278	-26.15184822789912	223.38383184496618	0.0439	0:58
7.1%	2279	-26.15135954898197	223.37599523418527	0.0439	0:58
7.1%	2280	-26.150872187500763	223.3681797557082	0.0439	0:58
7.1%	2281	-26.150386143828133	223.36038540863322	0.0439	0:58
7.1%	2282	-26.149901418334196	223.35261220177904	0.0439	0:58
7.1%	2283	-26.149418011387148	223.34486013626108	0.0439	0:58
7.1%	2284	-26.14893592335183	223.3371292223095	0.0439	0:58
7.1%	2285	-26.14845515459227	223.32941946053097	0.0439	0:58
7.1%	2286	-26.147975705468607	223.32173086684656	0.0439	0:58
7.1%	2287	-26.14749757634007	223.31406343895276	0.0439	0:58
7.2%	2288	-26.14702076756229	223.30641718323832	0.0439	0:58
7.2%	2289	-26.14654527948941	223.2987921079665	0.0439	0:58
7.2%	2290	-26.146071112472924	223.29118822064774	0.0439	0:58
7.2%	2291	-26.14559826686202	223.28360552319765	0.0439	0:58
7.2%	2292	-26.14512674300316	223.27604402161018	0.0439	0:58
7.2%	2293	-26.144656541241577	223.26850371970667	0.0438	0:58
7.2%	2294	-26.14418766191887	223.26098462593833	0.0438	0:58
7.2%	2295	-26.143720105375085	223.2534867418033	0.0438	0:58
7.2%	2296	-26.143253871947625	223.24601007246355	0.0438	0:58
7.2%	2297	-26.142788961971668	223.23855462894164	0.0438	0:58
7.2%	2298	-26.142325375780338	223.23112041604577	0.0438	0:58
7.2%	2299	-26.141863113703486	223.22370743524047	0.0438	0:58
7.2%	2300	-26.14140217606985	223.21631569503654	0.0438	0:58
7.2%	2301	-26.140942563204945	223.20894519599628	0.0438	0:58
7.2%	2302	-26.14048427543222	223.20159594995792	0.0438	0:58
7.2%	2303	-26.140027313072796	223.19426796210348	0.0438	0:58
